TF	interaction	target_gene	regulation
HOXC6	aa	HOXC5	Activation
HOXC6	ii	IRAK4	Inhibition
HOXC6	aa	MEGF10	Activation
HOXC6	aa	MYF5	Activation
HOXC6	aa	NCAM1	Activation
HOXC6	aa	PAK1	Activation
HOXC6	ii	PDE4DIP	Inhibition
HOXC6	aa	PLXDC1	Activation
HOXC6	ii	RFX7	Inhibition
HOXC6	aa	SENP8	Activation
HOXC6	ii	sep-07	Inhibition
HOXC6	aa	SH3D19	Activation
HOXC6	ii	SIPA1L1	Inhibition
HOXC6	ii	SLC1A3	Inhibition
HOXC6	aa	SLC44A1	Activation
HOXC6	aa	TNFAIP8	Activation
HOXC6	aa	ZBTB7C	Activation
HOXC6	aa	ZNF536	Activation
HOXC8	ii	DST	Inhibition
HOXC8	ii	LLGL1	Inhibition
HOXC8	ii	NKD2	Inhibition
HOXC8	aa	PCNA	Activation
HOXC8	ii	SMAD6	Inhibition
HOXC8	ii	SPP1	Inhibition
HOXC8	ii	TNFRSF11B	Inhibition
HOXC8	aa	ZNF804A	Activation
HOXC9	ii	CXCL8	Inhibition
HOXC9	aa	HOXC4	Activation
HOXC9	aa	HOXC5	Activation
HOXD1	aa	ITGB1	Activation
HOXD10	aa	HOXC5	Activation
HOXD10	aa	IGFBP3	Activation
HOXD10	aa	REN	Activation
HOXD10	aa	SHH	Activation
HOXD10	aa	SPP1	Activation
HOXD13	ii	BARX1	Inhibition
HOXD13	aa	BMP2	Activation
HOXD13	aa	BMP4	Activation
HOXD13	aa	DACH1	Activation
HOXD13	aa	EPHA7	Activation
HOXD13	aa	FBN1	Activation
HOXD13	aa	FHL1	Activation
HOXD13	aa	HAND2	Activation
HOXD13	aa	SFRP1	Activation
HOXD13	aa	SHH	Activation
HOXD3	aa	COL1A1	Activation
HOXD3	aa	ITGA5	Activation
HOXD3	aa	ITGB3	Activation
HOXD4	aa	HOXB4	Activation
HOXD8	aa	HOXC5	Activation
HOXD9	aa	HOXC5	Activation
HR	aa	AGPAT4	Activation
HR	ii	ANO1	Inhibition
HR	aa	BOC	Activation
HR	aa	COL25A1	Activation
HR	aa	COL6A1	Activation
HR	aa	CSNK2A2	Activation
HR	aa	CTNND2	Activation
HR	ii	CYP2F1	Inhibition
HR	aa	DLEC1	Activation
HR	ii	DLX3	Inhibition
HR	aa	DYM	Activation
HR	aa	FADD	Activation
HR	aa	FGF13	Activation
HR	aa	GPD1L	Activation
HR	aa	IBTK	Activation
HR	ii	IL1R2	Inhibition
HR	aa	KCNIP1	Activation
HR	ii	KDSR	Inhibition
HR	aa	MAGI2	Activation
HR	ii	NACC2	Inhibition
HR	aa	PREX2	Activation
HR	aa	TAF7L	Activation
HR	aa	UBR2	Activation
HSF1	aa	ABI3BP	Activation
HSF1	aa	ADAM21	Activation
HSF1	ii	AHCTF1	Inhibition
HSF1	aa	AHSA1	Activation
HSF1	aa	ALB	Activation
HSF1	aa	ANKHD1	Activation
HSF1	ii	ANKRD10	Inhibition
HSF1	aa	ANKRD11	Activation
HSF1	aa	APP	Activation
HSF1	ii	ARAP2	Inhibition
HSF1	aa	ASB14	Activation
HSF1	aa	ASPH	Activation
HSF1	aa	ATF3	Activation
HSF1	aa	ATG7	Activation
HSF1	aa	BAG3	Activation
HSF1	ii	BAZ1A	Inhibition
HSF1	ii	BICD2	Inhibition
HSF1	aa	BRDT	Activation
HSF1	aa	C8orf4	Activation
HSF1	aa	CACNA1H	Activation
HSF1	ii	CALR	Inhibition
HSF1	aa	CAV1	Activation
HSF1	ii	CBX4	Inhibition
HSF1	ii	CCDC42	Inhibition
HSF1	ii	CCP110	Inhibition
HSF1	aa	CCT2	Activation
HSF1	aa	CCT3	Activation
HSF1	aa	CCT4	Activation
HSF1	aa	CCT5	Activation
HSF1	aa	CCT6A	Activation
HSF1	aa	CCT7	Activation
HSF1	aa	CCT8	Activation
HSF1	aa	CDC42BPA	Activation
HSF1	ii	CDC42EP1	Inhibition
HSF1	ii	CEP76	Inhibition
HSF1	ii	CHD1	Inhibition
HSF1	aa	CHORDC1	Activation
HSF1	aa	CKAP4	Activation
HSF1	ii	CLK1	Inhibition
HSF1	ii	CLK4	Inhibition
HSF1	aa	CLU	Activation
HSF1	ii	CNOT3	Inhibition
HSF1	aa	COL4A3	Activation
HSF1	aa	COL4A6	Activation
HSF1	aa	CRYAB	Activation
HSF1	aa	CRYBA4	Activation
HSF1	aa	CRYGA	Activation
HSF1	aa	CRYGB	Activation
HSF1	ii	CSF3	Inhibition
HSF1	aa	CXCL8	Activation
HSF1	ii	CYP4A11	Inhibition
HSF1	aa	DEDD2	Activation
HSF1	aa	DLG1	Activation
HSF1	aa	DNAJA1	Activation
HSF1	aa	DNAJB1	Activation
HSF1	aa	DNAJB4	Activation
HSF1	aa	DNAJB6	Activation
HSF1	ii	DOCK7	Inhibition
HSF1	ii	E2F5	Inhibition
HSF1	aa	ERLIN1	Activation
HSF1	aa	F8	Activation
HSF1	ii	FAM178A	Inhibition
HSF1	aa	FAM46A	Activation
HSF1	aa	FAS	Activation
HSF1	ii	FBXW11	Inhibition
HSF1	aa	FGF18	Activation
HSF1	aa	FKBP4	Activation
HSF1	aa	FMOD	Activation
HSF1	ii	FOSL1	Inhibition
HSF1	aa	FOXM1	Activation
HSF1	aa	FUT4	Activation
HSF1	aa	FXR1	Activation
HSF1	aa	FZD4	Activation
HSF1	aa	GBAS	Activation
HSF1	ii	GIGYF2	Inhibition
HSF1	ii	GLRB	Inhibition
HSF1	ii	GLS	Inhibition
HSF1	aa	GML	Activation
HSF1	aa	GPR4	Activation
HSF1	ii	HAUS6	Inhibition
HSF1	ii	HHEX	Inhibition
HSF1	aa	HMOX1	Activation
HSF1	aa	HSP70	Activation
HSF1	aa	HSP90AA1	Activation
HSF1	aa	HSP90AB1	Activation
HSF1	aa	HSPA1A	Activation
HSF1	aa	HSPA1B	Activation
HSF1	aa	HSPA1L	Activation
HSF1	aa	HSPA4	Activation
HSF1	aa	HSPA4L	Activation
HSF1	aa	HSPA6	Activation
HSF1	aa	HSPA7	Activation
HSF1	aa	HSPB1	Activation
HSF1	aa	HSPB2	Activation
HSF1	aa	HSPB8	Activation
HSF1	aa	HSPD1	Activation
HSF1	aa	HSPE1	Activation
HSF1	aa	HSPH1	Activation
HSF1	aa	HYPK	Activation
HSF1	aa	ICAM1	Activation
HSF1	ii	IGF2R	Inhibition
HSF1	aa	IL10	Activation
HSF1	ii	IL1B	Inhibition
HSF1	aa	IL6	Activation
HSF1	aa	IL6ST	Activation
HSF1	ii	INTS6	Inhibition
HSF1	aa	JUN	Activation
HSF1	aa	KCTD20	Activation
HSF1	ii	KCTD3	Inhibition
HSF1	ii	KDM5B	Inhibition
HSF1	aa	KRTAP121	Activation
HSF1	aa	LDHA	Activation
HSF1	aa	LEPROT	Activation
HSF1	ii	LIF	Inhibition
HSF1	aa	LPIN1	Activation
HSF1	aa	LRRN4	Activation
HSF1	aa	MICA	Activation
HSF1	aa	MICB	Activation
HSF1	ii	MID1IP1	Inhibition
HSF1	ii	MOV10L1	Inhibition
HSF1	aa	MPP4	Activation
HSF1	aa	MPV17L	Activation
HSF1	aa	MRPL18	Activation
HSF1	ii	MRPL2	Inhibition
HSF1	aa	MSH4	Activation
HSF1	aa	MTMR8	Activation
HSF1	ii	MYC	Inhibition
HSF1	aa	MYO10	Activation
HSF1	aa	NAA35	Activation
HSF1	ii	NANOG	Inhibition
HSF1	aa	NAT1	Activation
HSF1	aa	NFIC	Activation
HSF1	aa	NOS2	Activation
HSF1	ii	NRF1	Inhibition
HSF1	aa	NXT2	Activation
HSF1	aa	PARP12	Activation
HSF1	aa	PDZD2	Activation
HSF1	aa	PER2	Activation
HSF1	aa	PGK1	Activation
HSF1	aa	PHF20	Activation
HSF1	aa	PHLDA1	Activation
HSF1	ii	PIWIL2	Inhibition
HSF1	aa	PLEKHA1	Activation
HSF1	ii	POU5F1	Inhibition
HSF1	aa	PRDM15	Activation
HSF1	aa	PRDM5	Activation
HSF1	ii	PRPF4B	Inhibition
HSF1	aa	PSD3	Activation
HSF1	aa	PTGS2	Activation
HSF1	ii	QTRTD1	Inhibition
HSF1	aa	RALBP1	Activation
HSF1	aa	RBBP6	Activation
HSF1	aa	RBM23	Activation
HSF1	ii	RBM27	Inhibition
HSF1	aa	RGS2	Activation
HSF1	aa	RLN1	Activation
HSF1	aa	RPS14	Activation
HSF1	ii	SACM1L	Inhibition
HSF1	aa	SARAF	Activation
HSF1	aa	SCARB2	Activation
HSF1	ii	SDAD1	Inhibition
HSF1	ii	SDC4	Inhibition
HSF1	aa	SERPINE1	Activation
HSF1	aa	SERPINH1	Activation
HSF1	ii	SF3A2	Inhibition
HSF1	ii	SIRT1	Inhibition
HSF1	aa	SLC10A2	Activation
HSF1	aa	SLC44A5	Activation
HSF1	aa	SLC6A6	Activation
HSF1	aa	SNAI2	Activation
HSF1	aa	SNCAIP	Activation
HSF1	aa	SPATA12	Activation
HSF1	ii	SPECC1L	Inhibition
HSF1	aa	SPEN	Activation
HSF1	aa	SPI1	Activation
HSF1	ii	SPOP	Inhibition
HSF1	ii	SRP68	Inhibition
HSF1	aa	SRPK2	Activation
HSF1	aa	ST8SIA2	Activation
HSF1	aa	ST8SIA4	Activation
HSF1	aa	STAG2	Activation
HSF1	aa	STAG3	Activation
HSF1	aa	STIP1	Activation
HSF1	aa	SUGT1	Activation
HSF1	aa	SYCE1	Activation
HSF1	ii	TAF1A	Inhibition
HSF1	aa	TBL1X	Activation
HSF1	aa	TCP1	Activation
HSF1	ii	TLN1	Inhibition
HSF1	ii	TNF	Inhibition
HSF1	ii	TNFAIP6	Inhibition
HSF1	aa	TNFRSF21	Activation
HSF1	aa	TNFSF11	Activation
HSF1	ii	TOPBP1	Inhibition
HSF1	ii	TPM4	Inhibition
HSF1	aa	TRA2B	Activation
HSF1	aa	TRPV1	Activation
HSF1	ii	TRRAP	Inhibition
HSF1	aa	TTLL7	Activation
HSF1	aa	TTR	Activation
HSF1	aa	TXNIP	Activation
HSF1	aa	UBXN4	Activation
HSF1	ii	USP24	Inhibition
HSF1	ii	XAF1	Inhibition
HSF1	ii	YWHAE	Inhibition
HSF1	aa	ZFAND2A	Activation
HSF1	ii	ZFP36L1	Inhibition
HSF1	ii	ZNF107	Inhibition
HSF1	ii	ZNF580	Inhibition
HSF2	aa	ALB	Activation
HSF2	aa	CCT2	Activation
HSF2	aa	CCT3	Activation
HSF2	aa	CCT4	Activation
HSF2	aa	CCT5	Activation
HSF2	aa	CCT6A	Activation
HSF2	aa	CCT7	Activation
HSF2	aa	CCT8	Activation
HSF2	aa	CDK5R1	Activation
HSF2	aa	FOS	Activation
HSF2	ii	HIF1A	Inhibition
HSF2	aa	HSPA1A	Activation
HSF2	aa	HSPA1B	Activation
HSF2	aa	HSPB1	Activation
HSF2	aa	KLRC3	Activation
HSF2	aa	TCP1	Activation
HSF2	aa	TNFSF11	Activation
HSF4	aa	ABCC3	Activation
HSF4	ii	ATF3	Inhibition
HSF4	aa	BFSP1	Activation
HSF4	aa	BFSP2	Activation
HSF4	aa	CRYAB	Activation
HSF4	aa	CRYGC	Activation
HSF4	aa	CRYGS	Activation
HSF4	aa	CSMD3	Activation
HSF4	aa	DNASE2B	Activation
HSF4	ii	HIF1A	Inhibition
HSF4	ii	HSP90AA1	Inhibition
HSF4	ii	HSPA1A	Inhibition
HSF4	aa	HSPA6	Activation
HSF4	ii	MYOF	Inhibition
HSF4	aa	RAD51	Activation
HSF4	aa	STAC	Activation
HSF4	ii	VIM	Inhibition
HTATIP2	aa	CDH1	Activation
HTATIP2	ii	CDH2	Inhibition
HTATIP2	ii	MYC	Inhibition
HTATIP2	aa	TP53	Activation
HTT	aa	BDNF	Activation
HTT	ii	PPARGC1A	Inhibition
ID1	ii	CDKN1A	Inhibition
ID1	ii	P14ARF	Inhibition
ID1	ii	PTEN	Inhibition
ID1	aa	TF	Activation
ID1	ii	THBS1	Inhibition
ID2	ii	FSHR	Inhibition
ID2	ii	GAP43	Inhibition
ID2	ii	HIF1A	Inhibition
ID2	aa	ITGB4	Activation
ID2	ii	MYC	Inhibition
ID2	ii	SEMA3F	Inhibition
ID2	ii	TF	Inhibition
ID3	ii	CDKN1B	Inhibition
IFI16	aa	BGLAP	Activation
IFI16	aa	CDKN1A	Activation
IFI16	aa	NFKBIA	Activation
IKZF1	aa	ACP5	Activation
IKZF1	aa	AHR	Activation
IKZF1	aa	ALPL	Activation
IKZF1	aa	APBB1	Activation
IKZF1	aa	AQP1	Activation
IKZF1	aa	ARL5C	Activation
IKZF1	ii	BCL2L1	Inhibition
IKZF1	aa	CACNB1	Activation
IKZF1	aa	CACNB2	Activation
IKZF1	aa	CCL13	Activation
IKZF1	ii	CD4	Inhibition
IKZF1	aa	CD79B	Activation
IKZF1	aa	CD8A	Activation
IKZF1	aa	CDH17	Activation
IKZF1	aa	CDKN1A	Activation
IKZF1	aa	CEBPA	Activation
IKZF1	aa	CLGN	Activation
IKZF1	aa	CLIC6	Activation
IKZF1	aa	COL27A1	Activation
IKZF1	aa	CPLX2	Activation
IKZF1	aa	CRLF1	Activation
IKZF1	aa	DGKA	Activation
IKZF1	aa	DRC7	Activation
IKZF1	ii	DTX1	Inhibition
IKZF1	aa	EBF1	Activation
IKZF1	aa	EPHB2	Activation
IKZF1	aa	ERG	Activation
IKZF1	aa	FAAH	Activation
IKZF1	aa	FGFR4	Activation
IKZF1	aa	GFI1	Activation
IKZF1	aa	GGH	Activation
IKZF1	aa	GH1	Activation
IKZF1	aa	GLDC	Activation
IKZF1	aa	GPR17	Activation
IKZF1	aa	GPR56	Activation
IKZF1	aa	GRAP2	Activation
IKZF1	aa	GZMB	Activation
IKZF1	ii	HBB	Inhibition
IKZF1	aa	HCST	Activation
IKZF1	ii	HES1	Inhibition
IKZF1	aa	ICAM1	Activation
IKZF1	aa	IFNG	Activation
IKZF1	ii	IGHE	Inhibition
IKZF1	ii	IGK	Inhibition
IKZF1	ii	IGLL1	Inhibition
IKZF1	aa	IKZF3	Activation
IKZF1	aa	IL10	Activation
IKZF1	ii	IL2	Inhibition
IKZF1	aa	IL4	Activation
IKZF1	aa	IL5	Activation
IKZF1	aa	KCNN4	Activation
IKZF1	aa	LCP2	Activation
IKZF1	aa	LDLR	Activation
IKZF1	aa	LIG4	Activation
IKZF1	ii	LMCD1	Inhibition
IKZF1	aa	LNPEP	Activation
IKZF1	aa	LPCAT2	Activation
IKZF1	aa	LPHN2	Activation
IKZF1	aa	LTA	Activation
IKZF1	aa	LTB	Activation
IKZF1	aa	MC1R	Activation
IKZF1	ii	MCL1	Inhibition
IKZF1	aa	MSH2	Activation
IKZF1	ii	MYC	Inhibition
IKZF1	aa	NKD2	Activation
IKZF1	ii	NOS2	Inhibition
IKZF1	ii	NOTCH1	Inhibition
IKZF1	ii	NPR1	Inhibition
IKZF1	aa	OPRD1	Activation
IKZF1	ii	OPRK1	Inhibition
IKZF1	ii	OSR1	Inhibition
IKZF1	aa	PGF	Activation
IKZF1	aa	PIK3R5	Activation
IKZF1	ii	PPP2CA	Inhibition
IKZF1	aa	PSTPIP1	Activation
IKZF1	aa	PTPRO	Activation
IKZF1	aa	RAG1	Activation
IKZF1	aa	RAG2	Activation
IKZF1	aa	RUNX1	Activation
IKZF1	aa	SCN4B	Activation
IKZF1	aa	SGK1	Activation
IKZF1	aa	SLC16A3	Activation
IKZF1	ii	SLC19A1	Inhibition
IKZF1	aa	SLC35F2	Activation
IKZF1	aa	SMTNL2	Activation
IKZF1	aa	SOX13	Activation
IKZF1	aa	SPSB4	Activation
IKZF1	aa	STAT4	Activation
IKZF1	aa	SYNDIG1L	Activation
IKZF1	ii	TBX21	Inhibition
IKZF1	ii	TERT	Inhibition
IKZF1	aa	TMEM121	Activation
IKZF1	aa	TMEM59L	Activation
IKZF1	aa	TUBB3	Activation
IKZF1	ii	VIPR1	Inhibition
IKZF1	ii	ZFPM1	Inhibition
IKZF2	aa	FOXP3	Activation
IKZF2	ii	IL2	Inhibition
IKZF3	aa	BCL2	Activation
IKZF3	ii	CLDN1	Inhibition
IKZF3	ii	CLDN2	Inhibition
IKZF3	ii	IGLL1	Inhibition
IKZF3	ii	IL2	Inhibition
IKZF3	ii	ITGA5	Inhibition
IKZF3	ii	MYC	Inhibition
IKZF4	ii	ACP5	Inhibition
IKZF4	ii	CTSK	Inhibition
IKZF4	aa	DLG4	Activation
IKZF4	ii	HBG1	Inhibition
IKZF4	ii	HBG2	Inhibition
IKZF4	aa	MIR499A	Activation
IKZF4	aa	MYH7B	Activation
ING4	aa	CXCL1	Activation
ING4	aa	EXT1	Activation
ING4	ii	MMP9	Inhibition
ING4	ii	PTGS2	Inhibition
ING4	aa	SMC4	Activation
INSM1	ii	INS	Inhibition
INSM1	aa	NEUROD1	Activation
INSM1	aa	PAX6	Activation
IRF1	aa	ADAM8	Activation
IRF1	ii	ADIPOQ	Inhibition
IRF1	aa	AGTR2	Activation
IRF1	ii	AOC3	Inhibition
IRF1	aa	B2M	Activation
IRF1	aa	BBC3	Activation
IRF1	aa	BCL2L14	Activation
IRF1	aa	BLMH	Activation
IRF1	aa	CASP1	Activation
IRF1	aa	CASP8	Activation
IRF1	aa	CCL5	Activation
IRF1	ii	CCND1	Inhibition
IRF1	aa	CD200	Activation
IRF1	aa	CD274	Activation
IRF1	ii	CD36	Inhibition
IRF1	aa	CD38	Activation
IRF1	aa	CD83	Activation
IRF1	ii	CDK2	Inhibition
IRF1	aa	CDKN1A	Activation
IRF1	aa	CEACAM1	Activation
IRF1	aa	CFB	Activation
IRF1	aa	CFTR	Activation
IRF1	aa	CIITA	Activation
IRF1	aa	CLEC4A	Activation
IRF1	aa	CTSS	Activation
IRF1	aa	CXCL10	Activation
IRF1	aa	CXCL11	Activation
IRF1	aa	CXCL16	Activation
IRF1	aa	CXCL8	Activation
IRF1	aa	CYBB	Activation
IRF1	aa	CYP27B1	Activation
IRF1	aa	DDX58	Activation
IRF1	ii	DST	Inhibition
IRF1	aa	DTX3L	Activation
IRF1	aa	EIF2AK2	Activation
IRF1	aa	FAS	Activation
IRF1	ii	FOXP3	Inhibition
IRF1	aa	FPR2	Activation
IRF1	aa	GBP1	Activation
IRF1	aa	GBP2	Activation
IRF1	aa	GCR-alpha	Activation
IRF1	aa	HIST2H4A	Activation
IRF1	aa	HLA-A	Activation
IRF1	aa	HLA-F	Activation
IRF1	aa	HLA-G	Activation
IRF1	aa	IDO1	Activation
IRF1	aa	IFI27	Activation
IRF1	aa	IFI35	Activation
IRF1	aa	IFI44L	Activation
IRF1	aa	IFI6	Activation
IRF1	aa	IFIT2	Activation
IRF1	aa	IFIT3	Activation
IRF1	aa	IFITM1	Activation
IRF1	aa	IFNA1	Activation
IRF1	aa	IFNA4	Activation
IRF1	aa	IFN-alpha	Activation
IRF1	aa	IFNB1	Activation
IRF1	aa	IFNL1	Activation
IRF1	aa	IFNL3	Activation
IRF1	aa	IL10	Activation
IRF1	aa	IL12A	Activation
IRF1	aa	IL12B	Activation
IRF1	aa	IL12RB1	Activation
IRF1	aa	IL15	Activation
IRF1	aa	IL17RA	Activation
IRF1	aa	IL18BP	Activation
IRF1	aa	IL1B	Activation
IRF1	aa	IL21R	Activation
IRF1	ii	IL23A	Inhibition
IRF1	aa	IL27	Activation
IRF1	aa	IL-27	Activation
IRF1	ii	IL4	Inhibition
IRF1	aa	IL6	Activation
IRF1	aa	IL7	Activation
IRF1	aa	IRF7	Activation
IRF1	aa	ISG15	Activation
IRF1	aa	ISG20	Activation
IRF1	aa	LOX	Activation
IRF1	aa	MAP4K4	Activation
IRF1	ii	MMP9	Inhibition
IRF1	aa	MX1	Activation
IRF1	ii	MYB	Inhibition
IRF1	aa	MYC	Activation
IRF1	aa	MYD88	Activation
IRF1	aa	NCF2	Activation
IRF1	aa	NFATC2IP	Activation
IRF1	aa	NOD1	Activation
IRF1	aa	NOS2	Activation
IRF1	aa	NR3C1	Activation
IRF1	aa	OAS1	Activation
IRF1	aa	OAS2	Activation
IRF1	aa	OAS3	Activation
IRF1	ii	OGN	Inhibition
IRF1	aa	OPTN	Activation
IRF1	aa	PARP9	Activation
IRF1	aa	PCDH7	Activation
IRF1	ii	PDGFD	Inhibition
IRF1	aa	PIGR	Activation
IRF1	aa	PMAIP1	Activation
IRF1	aa	PML	Activation
IRF1	aa	POLR2K	Activation
IRF1	aa	PSMA6	Activation
IRF1	aa	PSMB8	Activation
IRF1	aa	PSMB9	Activation
IRF1	aa	PTGS2	Activation
IRF1	aa	SAMD9	Activation
IRF1	aa	SELL	Activation
IRF1	ii	SLC26A6	Inhibition
IRF1	ii	SLC2A4	Inhibition
IRF1	ii	SLPI	Inhibition
IRF1	aa	SMN1	Activation
IRF1	aa	SMN2	Activation
IRF1	aa	SOCS1	Activation
IRF1	aa	SOCS7	Activation
IRF1	aa	SP100	Activation
IRF1	aa	SPI1	Activation
IRF1	aa	SPRR2A	Activation
IRF1	aa	TAP1	Activation
IRF1	aa	TAP2	Activation
IRF1	aa	TAPBP	Activation
IRF1	aa	TBC1D32	Activation
IRF1	ii	TERT	Inhibition
IRF1	aa	TG	Activation
IRF1	aa	TLR3	Activation
IRF1	aa	TLR9	Activation
IRF1	aa	TNF	Activation
IRF1	aa	TNFSF10	Activation
IRF1	aa	TNFSF13B	Activation
IRF1	aa	TRAF3IP2	Activation
IRF1	aa	TRIM21	Activation
IRF1	aa	TRIM22	Activation
IRF1	aa	TRIM56	Activation
IRF1	aa	VCAM1	Activation
IRF1	aa	XAF1	Activation
IRF2	ii	AOC3	Inhibition
IRF2	aa	BLMH	Activation
IRF2	aa	CCL5	Activation
IRF2	ii	CD36	Inhibition
IRF2	aa	CD83	Activation
IRF2	aa	CIITA	Activation
IRF2	aa	CXCL10	Activation
IRF2	ii	CXCL11	Inhibition
IRF2	aa	CXCR4	Activation
IRF2	aa	CYBB	Activation
IRF2	ii	DST	Inhibition
IRF2	aa	FASLG	Activation
IRF2	aa	GATA1	Activation
IRF2	aa	GATA2	Activation
IRF2	ii	GBP1	Inhibition
IRF2	aa	GCR-alpha	Activation
IRF2	aa	IFI27	Activation
IRF2	aa	IFI35	Activation
IRF2	ii	IFI6	Inhibition
IRF2	ii	IFIT2	Inhibition
IRF2	ii	IFITM1	Inhibition
IRF2	ii	IFNB1	Inhibition
IRF2	aa	IL1B	Activation
IRF2	ii	IL4	Inhibition
IRF2	aa	IL7	Activation
IRF2	ii	ISG15	Inhibition
IRF2	aa	ITGA2B	Activation
IRF2	aa	MYH2	Activation
IRF2	aa	NF1	Activation
IRF2	aa	NR3C1	Activation
IRF2	ii	OAS1	Inhibition
IRF2	ii	OAS2	Inhibition
IRF2	aa	OGN	Activation
IRF2	ii	PPARG	Inhibition
IRF2	ii	PTGS2	Inhibition
IRF2	aa	TAP1	Activation
IRF2	aa	TLR3	Activation
IRF2	aa	TLR9	Activation
IRF2	aa	TRIM21	Activation
IRF2	aa	TRIM5	Activation
IRF2	aa	VCAM1	Activation
IRF2	aa	WT1	Activation
IRF3	ii	ADIPOQ	Inhibition
IRF3	aa	B2M	Activation
IRF3	aa	CCL5	Activation
IRF3	ii	CD36	Inhibition
IRF3	aa	CXCL1	Activation
IRF3	aa	CXCL10	Activation
IRF3	aa	HIST2H4A	Activation
IRF3	aa	IFI6	Activation
IRF3	aa	IFIT1	Activation
IRF3	aa	IFIT1B	Activation
IRF3	aa	IFIT2	Activation
IRF3	aa	IFNA1	Activation
IRF3	aa	IFNA10	Activation
IRF3	aa	IFNA14	Activation
IRF3	aa	IFNA17	Activation
IRF3	aa	IFNA2	Activation
IRF3	aa	IFNA21	Activation
IRF3	aa	IFNA4	Activation
IRF3	aa	IFNA5	Activation
IRF3	aa	IFNA7	Activation
IRF3	aa	IFNA8	Activation
IRF3	aa	IFN-alpha	Activation
IRF3	aa	IFNB1	Activation
IRF3	aa	IFNL1	Activation
IRF3	aa	IFNL2	Activation
IRF3	aa	IFNL3	Activation
IRF3	aa	IL12A	Activation
IRF3	ii	IL12B	Inhibition
IRF3	aa	IL15	Activation
IRF3	aa	IL23A	Activation
IRF3	aa	IL27	Activation
IRF3	aa	IL33	Activation
IRF3	aa	IRF7	Activation
IRF3	aa	ISG15	Activation
IRF3	aa	MAVS	Activation
IRF3	ii	NR1H2	Inhibition
IRF3	ii	NR1H3	Inhibition
IRF3	ii	PLIN1	Inhibition
IRF3	aa	PMAIP1	Activation
IRF3	aa	PML	Activation
IRF3	ii	PPARG	Inhibition
IRF3	aa	PREX1	Activation
IRF3	ii	PURA	Inhibition
IRF3	ii	SLC2A4	Inhibition
IRF3	aa	TNF	Activation
IRF3	aa	TREM2	Activation
IRF3	aa	ZC3HAV1	Activation
IRF4	ii	ABCA7	Inhibition
IRF4	ii	ABLIM1	Inhibition
IRF4	ii	ADPGK	Inhibition
IRF4	ii	AFG3L1P	Inhibition
IRF4	ii	AOC3	Inhibition
IRF4	ii	APH1A	Inhibition
IRF4	aa	APOBEC3G	Activation
IRF4	ii	ARHGAP17	Inhibition
IRF4	ii	ARHGEF1	Inhibition
IRF4	ii	ARSB	Inhibition
IRF4	ii	ATP6V0A1	Inhibition
IRF4	ii	BATF	Inhibition
IRF4	ii	BCL2L11	Inhibition
IRF4	ii	C16orf70	Inhibition
IRF4	ii	C1orf54	Inhibition
IRF4	ii	C2CD2	Inhibition
IRF4	ii	CAMSAP2	Inhibition
IRF4	ii	CAPG	Inhibition
IRF4	ii	CCR1	Inhibition
IRF4	aa	CCR6	Activation
IRF4	ii	CD36	Inhibition
IRF4	ii	CD68	Inhibition
IRF4	aa	CD80	Activation
IRF4	aa	CD86	Activation
IRF4	ii	CFD	Inhibition
IRF4	ii	CIC	Inhibition
IRF4	aa	CIITA	Activation
IRF4	ii	CLEC4A	Inhibition
IRF4	ii	CLPTM1	Inhibition
IRF4	ii	CNPY3	Inhibition
IRF4	ii	COG3	Inhibition
IRF4	ii	CORO1C	Inhibition
IRF4	aa	CREB1	Activation
IRF4	aa	CST3	Activation
IRF4	aa	CTLA4	Activation
IRF4	ii	CTNND1	Inhibition
IRF4	aa	CTSS	Activation
IRF4	ii	DENND5A	Inhibition
IRF4	ii	DNAJB2	Inhibition
IRF4	ii	DPP9	Inhibition
IRF4	ii	DXO	Inhibition
IRF4	ii	DYRK2	Inhibition
IRF4	ii	ELMSAN1	Inhibition
IRF4	ii	EMC1	Inhibition
IRF4	ii	EXOC7	Inhibition
IRF4	ii	FBXO42	Inhibition
IRF4	ii	FCGBP	Inhibition
IRF4	ii	FGD6	Inhibition
IRF4	ii	FKBP15	Inhibition
IRF4	ii	FNDC3B	Inhibition
IRF4	ii	FUCA2	Inhibition
IRF4	ii	GBP1	Inhibition
IRF4	ii	GLRX	Inhibition
IRF4	ii	GPR108	Inhibition
IRF4	ii	GPS2	Inhibition
IRF4	aa	ICOS	Activation
IRF4	aa	IFIT3	Activation
IRF4	ii	IKBKE	Inhibition
IRF4	aa	IKZF1	Activation
IRF4	aa	IL10	Activation
IRF4	aa	IL12RB1	Activation
IRF4	aa	IL15RA	Activation
IRF4	ii	IL16	Inhibition
IRF4	aa	IL17A	Activation
IRF4	aa	IL1B	Activation
IRF4	aa	IL2	Activation
IRF4	aa	IL21	Activation
IRF4	aa	IL23R	Activation
IRF4	aa	IL33	Activation
IRF4	aa	IL4	Activation
IRF4	aa	IL9	Activation
IRF4	ii	INPP5A	Inhibition
IRF4	aa	IRF4	Activation
IRF4	ii	IRF5	Inhibition
IRF4	aa	ISG15	Activation
IRF4	ii	ITFG2	Inhibition
IRF4	ii	ITPKB	Inhibition
IRF4	ii	KANSL1	Inhibition
IRF4	ii	KLHDC1	Inhibition
IRF4	aa	LIPE	Activation
